wavelength calibrated_flux flux_var
4440.082701875544 7.051392786977766e-17 3.75419634332758e-36
4442.133596679202 6.770851591917406e-17 3.5912178311151726e-36
4444.184491482859 6.403657171628438e-17 3.386883105913632e-36
4446.235386286516 6.532326746605646e-17 3.4094152897926305e-36
4448.286281090172 6.266728388256128e-17 3.3439256458481466e-36
4450.337175893829 6.25668703262812e-17 3.326223249746408e-36
4452.388070697486 6.232237247848622e-17 3.31423174090741e-36
4454.438965501143 6.093733907866316e-17 3.1801927002462794e-36
4456.4898603048 6.21533363559898e-17 3.2049089702014486e-36
4458.540755108456 6.390218309325868e-17 3.259074235834741e-36
4460.591649912113 6.465825300723648e-17 3.3383610724588775e-36
4462.64254471577 6.224212551886812e-17 3.263214197664596e-36
4464.693439519427 5.989851804772705e-17 3.194326274276078e-36
4466.744334323083 6.329707881447415e-17 3.295256042705791e-36
4468.79522912674 6.222021748072601e-17 3.185896985593619e-36
4470.846123930397 6.45760514769911e-17 3.320568695893383e-36
4472.897018734054 6.369773123799866e-17 3.286881495184687e-36
4474.9479135377105 6.356643911030207e-17 3.263979864022067e-36
4476.998808341367 6.203288616742996e-17 3.213164807195099e-36
4479.049703145024 6.553478031431993e-17 3.388119149053534e-36
4481.100597948681 6.513022898864595e-17 3.355355870332272e-36
4483.151492752338 6.853634978870927e-17 3.563687491765027e-36
4485.202387555994 6.382550274130055e-17 3.3356124434603536e-36
4487.253282359651 6.374922960047181e-17 3.216675691028181e-36
4489.304177163308 6.425254889157076e-17 3.314111507675676e-36
4491.355071966965 6.299865443260953e-17 3.265770531446912e-36
4493.4059667706215 6.573039721814706e-17 3.3771269638341593e-36
4495.456861574278 6.547758836418102e-17 3.3421551338400755e-36
4497.507756377935 6.531095991756666e-17 3.321362040999826e-36
4499.558651181592 6.296461208515087e-17 3.253065125434952e-36
4501.609545985249 6.683803474821964e-17 3.448530286422672e-36
4503.660440788905 6.656184887028177e-17 3.480879540968003e-36
4505.711335592562 6.617178073006862e-17 3.402686951702696e-36
4507.762230396219 6.600488486937391e-17 3.3962131330218834e-36
4509.813125199877 6.561939281712444e-17 3.345308211937597e-36
4511.864020003533 6.448878886281945e-17 3.3042616261243265e-36
4513.91491480719 6.462170309554704e-17 3.344082802661819e-36
4515.965809610847 6.622024882689641e-17 3.354073455462824e-36
4518.016704414504 6.903354353407775e-17 3.4830106126303855e-36
4520.0675992181605 6.62745074230298e-17 3.4489691924135766e-36
4522.118494021817 5.808394851912534e-17 2.921189915028224e-36
